precinct_id,registered_voters,contest_name,total_votes_cast,Kamala D. Harris - Election Day,Kamala D. Harris - Absentee,Kamala D. Harris - Provisional,Donald J. Trump - Election Day,Donald J. Trump - Absentee,Donald J. Trump - Provisional,Jill Stein - Election Day,Jill Stein - Absentee,Jill Stein - Provisional,Chase Oliver - Election Day,Chase Oliver - Absentee,Chase Oliver - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Penn Hills Ward 8 Dist 6,484,Presidential Electors,401,118,102,1,129,41,1,1,3,0,2,0,0,2,0,0
Penn Hills Ward 9 Dist 1,519,Presidential Electors,453,166,95,4,141,38,2,0,0,0,2,0,0,3,0,0
Penn Hills Ward 9 Dist 2,593,Presidential Electors,476,149,117,3,158,31,5,2,1,0,2,1,0,1,4,0
Penn Hills Ward 9 Dist 3,929,Presidential Electors,751,255,188,10,233,44,6,4,1,0,3,0,0,2,2,0
Penn Hills Ward 9 Dist 4,627,Presidential Electors,520,169,115,3,182,39,2,0,0,0,1,1,0,6,0,0
Penn Hills Ward 9 Dist 5,311,Presidential Electors,203,98,68,8,21,3,0,0,0,0,0,0,0,1,1,0
Pine Dist 1,1568,Presidential Electors,1299,268,369,9,408,208,8,4,5,0,1,4,0,5,5,0
Pine Dist 2,1419,Presidential Electors,1199,221,338,5,391,226,5,0,2,0,2,2,0,1,1,0
Pine Dist 3,1406,Presidential Electors,1212,230,278,3,429,237,7,5,2,0,4,3,0,3,2,1
Pine Dist 4,1518,Presidential Electors,1289,349,292,2,415,204,2,2,3,0,6,2,0,3,2,0
Pine Dist 5,2030,Presidential Electors,1594,389,378,6,519,271,5,10,2,1,5,1,0,2,2,0
Pine Dist 6,1075,Presidential Electors,934,227,204,5,336,140,3,2,0,0,1,0,0,7,1,1
Pine Dist 7,1564,Presidential Electors,1298,330,337,5,442,157,4,1,2,0,8,2,0,3,3,0
Pine Dist 8,1109,Presidential Electors,930,184,209,2,339,176,1,1,0,0,3,3,0,3,2,0
Pitcairn Dist 1,869,Presidential Electors,566,246,90,5,179,38,3,2,0,0,1,0,0,1,0,0
Pitcairn Dist 2,450,Presidential Electors,238,110,25,6,81,14,0,1,0,0,0,0,0,1,0,0
Pitcairn Dist 3,629,Presidential Electors,484,166,59,0,209,39,0,5,0,0,1,0,0,3,2,0
Pittsburgh Ward 1 Dist 1,3874,Presidential Electors,1407,689,349,36,217,85,12,3,2,0,3,2,1,4,2,0
Pittsburgh Ward 1 Dist 2,572,Presidential Electors,332,171,100,5,35,12,2,2,1,0,0,1,0,1,0,0
Pittsburgh Ward 2 Dist 1,2738,Presidential Electors,1602,597,589,29,235,111,11,5,3,0,6,3,0,7,2,0
Pittsburgh Ward 2 Dist 2,2221,Presidential Electors,1512,513,513,21,295,132,10,1,5,0,1,8,0,4,3,0
Pittsburgh Ward 3 Dist 1,237,Presidential Electors,148,95,41,2,3,5,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 3 Dist 2,607,Presidential Electors,401,249,121,7,15,3,0,1,3,0,0,0,0,0,0,0
Pittsburgh Ward 3 Dist 3,358,Presidential Electors,223,130,79,4,2,4,0,1,0,0,1,0,0,0,2,0
Pittsburgh Ward 3 Dist 4,571,Presidential Electors,300,163,83,9,23,14,0,1,2,0,0,1,0,1,2,0
Pittsburgh Ward 3 Dist 5,569,Presidential Electors,295,171,81,13,18,8,1,2,0,0,0,0,0,0,1,0
Pittsburgh Ward 4 Dist 1,217,Presidential Electors,86,49,15,12,3,3,0,2,0,0,0,0,0,1,1,0
Pittsburgh Ward 4 Dist 2,787,Presidential Electors,424,212,115,11,59,10,6,4,1,1,1,0,0,1,1,0
Pittsburgh Ward 4 Dist 3,318,Presidential Electors,185,101,51,9,16,4,1,0,0,0,0,0,0,0,1,0
Pittsburgh Ward 4 Dist 4,230,Presidential Electors,123,85,24,0,8,1,1,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 4 Dist 5,1179,Presidential Electors,633,385,109,23,99,4,6,5,0,0,1,0,0,1,0,0
Pittsburgh Ward 4 Dist 6,698,Presidential Electors,324,190,75,3,42,8,1,1,2,0,1,0,0,0,1,0
Pittsburgh Ward 4 Dist 7,2252,Presidential Electors,1042,601,247,16,110,46,4,8,3,0,2,0,0,1,3,0
Pittsburgh Ward 4 Dist 8,2646,Presidential Electors,1185,787,158,45,157,16,5,9,1,0,1,0,0,1,1,0
Pittsburgh Ward 4 Dist 9,997,Presidential Electors,545,262,185,17,48,24,5,1,1,0,0,0,0,1,0,0
Pittsburgh Ward 4 Dist 10,620,Presidential Electors,306,178,88,0,25,10,1,2,0,0,2,0,0,0,0,0
Pittsburgh Ward 4 Dist 11,628,Presidential Electors,466,178,205,4,42,28,0,3,1,0,0,0,0,1,3,0
Pittsburgh Ward 4 Dist 12,717,Presidential Electors,412,191,159,3,37,12,1,1,0,0,3,0,0,2,0,0
Pittsburgh Ward 4 Dist 13,810,Presidential Electors,463,300,107,8,40,4,0,1,0,0,0,0,0,2,0,0
Pittsburgh Ward 4 Dist 14,1632,Presidential Electors,849,561,158,7,99,7,1,8,3,0,2,1,0,2,0,0
Pittsburgh Ward 4 Dist 15,1106,Presidential Electors,597,348,115,12,86,15,4,7,2,0,1,1,0,3,1,0
Pittsburgh Ward 4 Dist 16,1649,Presidential Electors,875,544,177,19,106,15,2,3,2,0,0,2,0,3,0,0
Pittsburgh Ward 4 Dist 17,736,Presidential Electors,459,262,108,6,61,9,4,6,0,0,1,0,0,1,0,0
Pittsburgh Ward 4 Dist 18,805,Presidential Electors,425,238,92,18,53,8,8,2,0,0,2,0,0,3,0,0
Pittsburgh Ward 4 Dist 19,351,Presidential Electors,174,107,37,2,17,6,1,1,0,0,0,0,0,1,1,0
Pittsburgh Ward 5 Dist 1,293,Presidential Electors,155,118,25,2,5,1,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 2,364,Presidential Electors,198,135,43,9,4,1,1,0,1,0,2,0,0,0,0,0
Pittsburgh Ward 5 Dist 3,133,Presidential Electors,98,65,27,2,2,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 4,278,Presidential Electors,147,91,41,3,6,0,2,1,1,0,0,0,0,1,0,0
Pittsburgh Ward 5 Dist 5,176,Presidential Electors,104,70,22,3,4,4,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 5 Dist 6,583,Presidential Electors,220,146,40,18,9,1,0,1,2,0,1,0,0,0,0,0
Pittsburgh Ward 5 Dist 7,372,Presidential Electors,236,157,60,3,4,5,1,3,2,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 8,423,Presidential Electors,287,160,89,3,16,11,2,3,1,0,0,1,0,0,0,0
Pittsburgh Ward 5 Dist 9,1150,Presidential Electors,641,322,208,13,60,20,3,4,5,0,0,0,0,2,0,0
Pittsburgh Ward 5 Dist 10,457,Presidential Electors,286,192,57,11,14,2,1,1,1,0,2,0,0,4,0,0
Pittsburgh Ward 5 Dist 11,624,Presidential Electors,425,265,95,14,38,6,3,1,1,0,0,0,0,1,0,0
Pittsburgh Ward 5 Dist 12,333,Presidential Electors,193,126,46,6,4,3,0,2,3,0,0,0,0,3,0,0
Pittsburgh Ward 5 Dist 13,270,Presidential Electors,152,104,31,6,8,0,0,0,0,0,0,1,0,1,0,0
Pittsburgh Ward 5 Dist 14,233,Presidential Electors,129,78,45,2,2,0,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 15,279,Presidential Electors,153,113,25,3,3,5,0,1,0,1,1,0,0,1,0,0
Pittsburgh Ward 5 Dist 16,197,Presidential Electors,101,71,16,5,4,0,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 5 Dist 17,304,Presidential Electors,188,115,48,7,10,4,0,0,1,0,0,0,0,1,0,1
Pittsburgh Ward 5 Dist 18,74,Presidential Electors,40,22,13,1,2,0,0,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 6 Dist 1,1742,Presidential Electors,1309,595,404,12,193,72,3,4,5,0,5,2,0,4,3,1
Pittsburgh Ward 6 Dist 2,594,Presidential Electors,415,199,128,2,62,14,2,1,2,0,2,0,0,1,0,0
Pittsburgh Ward 6 Dist 3,764,Presidential Electors,536,295,143,5,72,13,2,3,1,0,2,0,0,0,0,0
Pittsburgh Ward 6 Dist 4,546,Presidential Electors,414,221,100,0,55,30,0,2,3,0,0,0,0,1,2,0
Pittsburgh Ward 6 Dist 5,503,Presidential Electors,359,195,93,6,42,15,1,4,0,0,2,0,0,0,0,0
Pittsburgh Ward 7 Dist 1,904,Presidential Electors,583,323,133,7,83,21,3,4,1,1,1,0,0,3,1,0
Pittsburgh Ward 7 Dist 2,1143,Presidential Electors,797,345,263,6,121,45,2,3,2,0,1,0,0,3,1,0
Pittsburgh Ward 7 Dist 3,786,Presidential Electors,468,232,188,4,25,10,0,4,1,0,2,0,0,2,0,0
Pittsburgh Ward 7 Dist 4,1095,Presidential Electors,653,332,214,12,60,20,2,5,1,0,2,1,0,4,0,0
Pittsburgh Ward 7 Dist 5,864,Presidential Electors,481,251,147,7,50,13,2,0,5,0,2,0,0,2,1,0
Pittsburgh Ward 7 Dist 6,773,Presidential Electors,498,262,167,1,43,14,4,3,0,0,1,0,0,2,0,0
Pittsburgh Ward 7 Dist 7,839,Presidential Electors,501,238,171,10,54,18,4,2,1,0,1,0,0,2,0,0
Pittsburgh Ward 7 Dist 8,832,Presidential Electors,499,272,140,8,50,16,2,1,1,0,1,0,0,5,1,0
Pittsburgh Ward 7 Dist 9,837,Presidential Electors,549,289,182,6,47,12,1,2,1,0,1,1,0,2,1,0
Pittsburgh Ward 7 Dist 10,1121,Presidential Electors,731,349,256,8,78,26,1,2,1,0,1,0,0,4,5,0
Pittsburgh Ward 7 Dist 11,1259,Presidential Electors,776,386,286,2,71,21,0,3,2,0,2,1,0,0,0,0
Pittsburgh Ward 7 Dist 12,1230,Presidential Electors,779,332,322,10,74,24,0,5,1,0,0,1,0,5,3,0
Pittsburgh Ward 7 Dist 13,616,Presidential Electors,344,192,103,3,27,13,0,1,1,0,2,0,0,2,0,0
Pittsburgh Ward 7 Dist 14,521,Presidential Electors,350,161,103,3,43,18,1,9,3,0,2,0,0,6,0,0
Pittsburgh Ward 8 Dist 1,380,Presidential Electors,274,134,66,2,54,10,1,1,0,0,2,1,0,2,0,0
Pittsburgh Ward 8 Dist 2,634,Presidential Electors,483,245,112,6,84,22,1,5,1,0,1,1,0,2,1,0
Pittsburgh Ward 8 Dist 3,858,Presidential Electors,560,291,141,4,88,17,2,7,2,0,1,0,0,5,0,0
Pittsburgh Ward 8 Dist 4,831,Presidential Electors,534,245,173,6,81,17,1,2,1,0,0,0,0,4,0,0
Pittsburgh Ward 8 Dist 5,610,Presidential Electors,457,246,118,4,62,14,2,1,2,0,1,0,0,4,0,0
Pittsburgh Ward 8 Dist 6,435,Presidential Electors,311,159,89,4,40,6,0,1,1,0,2,2,0,4,0,0
Pittsburgh Ward 8 Dist 7,817,Presidential Electors,531,314,154,7,32,17,0,1,0,0,0,0,0,1,2,3
Pittsburgh Ward 8 Dist 8,638,Presidential Electors,454,228,163,2,38,14,0,3,1,0,2,0,0,0,1,1
Pittsburgh Ward 8 Dist 9,878,Presidential Electors,517,290,154,9,37,9,1,9,1,0,2,0,0,3,1,0
Pittsburgh Ward 8 Dist 10,694,Presidential Electors,475,274,136,5,40,9,0,2,1,0,1,0,0,3,0,0
Pittsburgh Ward 8 Dist 11,737,Presidential Electors,454,244,122,8,53,11,3,2,3,0,1,0,0,2,3,0
Pittsburgh Ward 8 Dist 12,629,Presidential Electors,437,274,104,7,23,11,1,4,1,1,3,0,0,2,4,1
Pittsburgh Ward 8 Dist 13,540,Presidential Electors,297,181,83,6,16,5,0,2,0,0,0,2,0,1,0,0
Pittsburgh Ward 9 Dist 1,651,Presidential Electors,452,219,128,9,62,22,0,6,1,0,1,0,0,1,2,0
Pittsburgh Ward 9 Dist 2,658,Presidential Electors,494,235,138,5,83,22,3,2,0,0,1,2,0,2,0,0
Pittsburgh Ward 9 Dist 3,699,Presidential Electors,503,237,152,6,78,19,3,1,2,0,0,0,0,3,0,0
Pittsburgh Ward 9 Dist 4,634,Presidential Electors,451,218,132,4,67,21,1,2,1,0,2,1,0,1,1,0
Pittsburgh Ward 9 Dist 5,653,Presidential Electors,479,221,141,3,71,27,3,3,2,0,2,0,0,3,0,0
Pittsburgh Ward 9 Dist 6,565,Presidential Electors,435,215,115,5,69,17,4,4,0,0,0,1,0,2,1,0
Pittsburgh Ward 9 Dist 7,417,Presidential Electors,315,135,117,5,39,12,0,1,3,0,0,0,0,1,2,0
Pittsburgh Ward 9 Dist 8,735,Presidential Electors,535,257,136,3,108,15,0,7,2,0,0,1,0,3,0,0
Pittsburgh Ward 9 Dist 9,602,Presidential Electors,401,195,105,12,50,25,2,4,3,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 1,643,Presidential Electors,475,242,130,7,63,23,1,0,2,0,1,1,0,1,1,1
Pittsburgh Ward 10 Dist 2,693,Presidential Electors,506,292,121,7,67,10,1,1,1,0,1,0,0,5,0,0
Pittsburgh Ward 10 Dist 3,697,Presidential Electors,494,292,98,4,75,15,2,2,0,1,2,0,0,2,1,0
Pittsburgh Ward 10 Dist 4,537,Presidential Electors,461,239,115,7,75,20,1,2,0,0,0,0,0,2,0,0
Pittsburgh Ward 10 Dist 5,490,Presidential Electors,384,218,86,4,61,5,0,3,0,0,2,1,0,3,1,0
Pittsburgh Ward 10 Dist 6,493,Presidential Electors,385,166,89,4,99,15,0,5,0,0,2,1,0,1,1,0
Pittsburgh Ward 10 Dist 7,608,Presidential Electors,494,235,126,5,92,24,0,4,1,0,2,0,0,3,1,0
Pittsburgh Ward 10 Dist 8,593,Presidential Electors,487,232,130,1,94,23,0,1,0,0,3,0,0,1,0,0
Pittsburgh Ward 10 Dist 9,538,Presidential Electors,450,224,102,4,92,19,2,2,0,0,3,1,0,1,0,0
Pittsburgh Ward 10 Dist 10,609,Presidential Electors,521,251,144,5,95,18,1,1,1,0,3,0,0,0,0,0
Pittsburgh Ward 10 Dist 11,597,Presidential Electors,475,247,127,4,80,8,0,4,2,0,2,0,0,1,0,0
Pittsburgh Ward 10 Dist 12,487,Presidential Electors,375,213,122,6,14,14,2,2,0,1,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 13,531,Presidential Electors,415,228,111,10,41,13,0,2,0,0,3,2,1,0,0,0
Pittsburgh Ward 10 Dist 14,556,Presidential Electors,448,261,132,6,37,6,0,2,0,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 15,355,Presidential Electors,200,104,78,3,9,4,0,0,1,0,0,0,0,1,0,0
Pittsburgh Ward 10 Dist 16,316,Presidential Electors,195,142,33,5,11,3,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 10 Dist 17,486,Presidential Electors,326,196,83,4,22,14,0,1,1,0,2,0,0,1,2,0
Pittsburgh Ward 10 Dist 18,528,Presidential Electors,351,185,111,10,24,6,1,7,6,0,0,0,0,0,1,0
Pittsburgh Ward 10 Dist 19,441,Presidential Electors,302,187,82,5,18,1,2,0,1,0,2,0,0,1,0,0
Pittsburgh Ward 11 Dist 1,624,Presidential Electors,466,257,145,7,34,11,1,1,2,0,2,1,0,2,0,0
Pittsburgh Ward 11 Dist 2,524,Presidential Electors,338,194,104,6,20,5,0,3,2,0,0,2,0,1,0,0
Pittsburgh Ward 11 Dist 3,418,Presidential Electors,281,139,112,12,13,3,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 4,536,Presidential Electors,344,196,110,6,14,2,0,8,4,0,0,0,0,0,2,0
Pittsburgh Ward 11 Dist 5,557,Presidential Electors,364,236,91,4,16,5,0,4,1,0,1,0,0,1,3,0
Pittsburgh Ward 11 Dist 6,834,Presidential Electors,593,321,194,4,45,14,1,5,1,0,1,0,0,5,0,1
Pittsburgh Ward 11 Dist 7,679,Presidential Electors,530,263,186,3,46,24,1,2,0,0,1,0,0,1,2,0
Pittsburgh Ward 11 Dist 8,566,Presidential Electors,413,206,142,1,39,12,0,3,3,0,1,0,0,4,1,0
Pittsburgh Ward 11 Dist 9,644,Presidential Electors,516,283,180,4,22,22,0,1,2,0,0,1,0,1,0,0
Pittsburgh Ward 11 Dist 10,595,Presidential Electors,506,257,184,3,45,14,0,0,0,0,2,0,0,0,1,0
Pittsburgh Ward 11 Dist 11,642,Presidential Electors,472,260,156,3,31,10,3,4,1,0,0,0,0,2,1,0
Pittsburgh Ward 11 Dist 12,681,Presidential Electors,537,269,185,3,55,15,0,2,1,0,0,0,0,4,1,0
Pittsburgh Ward 11 Dist 13,682,Presidential Electors,537,303,164,3,41,10,1,7,2,1,2,0,0,0,1,0
Pittsburgh Ward 11 Dist 14,605,Presidential Electors,397,238,114,9,19,5,0,3,2,0,1,0,0,3,1,0
Pittsburgh Ward 11 Dist 15,409,Presidential Electors,213,133,59,7,11,3,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 11 Dist 16,606,Presidential Electors,380,201,129,3,33,8,0,0,0,0,2,2,0,1,0,0
Pittsburgh Ward 11 Dist 17,688,Presidential Electors,464,274,154,10,13,6,0,1,0,0,2,0,0,2,0,0
Pittsburgh Ward 11 Dist 18,643,Presidential Electors,387,222,115,17,13,11,0,2,2,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 1,245,Presidential Electors,120,56,45,2,9,5,1,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 12 Dist 2,303,Presidential Electors,153,105,26,1,16,1,2,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 12 Dist 3,184,Presidential Electors,92,51,27,7,6,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 4,318,Presidential Electors,175,112,46,3,10,1,1,0,0,0,0,0,0,1,1,0
Pittsburgh Ward 12 Dist 5,169,Presidential Electors,92,61,11,7,5,2,3,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 12 Dist 6,195,Presidential Electors,99,52,33,5,5,3,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 7,300,Presidential Electors,153,97,43,1,7,3,1,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 8,190,Presidential Electors,107,77,19,6,4,0,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 12 Dist 9,286,Presidential Electors,138,64,56,8,7,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 12 Dist 10,400,Presidential Electors,246,165,62,11,4,0,0,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 12 Dist 11,426,Presidential Electors,239,141,71,10,3,6,2,4,0,0,0,1,0,1,0,0
Pittsburgh Ward 12 Dist 12,716,Presidential Electors,382,205,119,17,18,13,1,1,1,0,1,0,0,0,2,0
Pittsburgh Ward 12 Dist 13,358,Presidential Electors,223,139,67,4,12,0,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 12 Dist 14,267,Presidential Electors,159,102,44,4,5,0,0,2,0,0,0,0,0,0,1,0
Pittsburgh Ward 12 Dist 15,520,Presidential Electors,326,217,90,3,10,1,0,1,0,0,0,0,0,2,0,0
Pittsburgh Ward 12 Dist 16,279,Presidential Electors,167,92,62,3,7,2,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 1,372,Presidential Electors,223,147,60,7,3,3,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 2,338,Presidential Electors,180,125,39,2,10,1,1,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 3,272,Presidential Electors,152,101,43,4,3,0,0,0,1,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 4,277,Presidential Electors,142,74,53,5,5,0,0,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 13 Dist 5,297,Presidential Electors,161,88,54,4,12,1,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 6,304,Presidential Electors,164,125,28,3,6,0,0,0,0,0,1,0,0,0,0,1
Pittsburgh Ward 13 Dist 7,333,Presidential Electors,161,103,42,7,4,2,2,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 13 Dist 8,294,Presidential Electors,151,83,63,2,1,0,0,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 13 Dist 9,267,Presidential Electors,150,100,36,3,7,1,1,1,0,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 10,190,Presidential Electors,104,67,22,2,7,4,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 11,380,Presidential Electors,156,109,31,2,6,2,0,1,0,1,0,2,0,0,0,0
Pittsburgh Ward 13 Dist 12,363,Presidential Electors,200,136,46,2,7,3,0,3,0,0,0,0,0,1,1,0
Pittsburgh Ward 13 Dist 13,284,Presidential Electors,153,96,40,7,7,0,0,0,0,0,2,0,0,0,0,1
Pittsburgh Ward 13 Dist 14,227,Presidential Electors,112,70,28,1,7,4,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 15,257,Presidential Electors,138,107,20,2,5,1,0,0,1,0,0,0,0,1,0,0
Pittsburgh Ward 13 Dist 16,272,Presidential Electors,159,108,37,2,7,3,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 17,816,Presidential Electors,372,247,92,6,19,3,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 13 Dist 18,277,Presidential Electors,108,86,9,3,8,0,0,1,0,0,0,0,0,0,1,0
Pittsburgh Ward 13 Dist 19,477,Presidential Electors,336,192,124,7,9,3,1,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 14 Dist 1,968,Presidential Electors,518,267,168,12,49,14,1,4,0,0,0,1,1,0,0,0
Pittsburgh Ward 14 Dist 2,1598,Presidential Electors,883,575,149,17,102,26,3,3,0,0,2,2,0,3,1,0
Pittsburgh Ward 14 Dist 3,1057,Presidential Electors,703,365,245,6,68,13,1,1,0,0,1,2,0,1,0,0
Pittsburgh Ward 14 Dist 4,819,Presidential Electors,589,246,256,3,38,33,6,2,1,0,0,0,0,3,0,0
Pittsburgh Ward 14 Dist 5,855,Presidential Electors,641,283,237,5,61,37,1,2,2,0,1,0,0,4,4,0
Pittsburgh Ward 14 Dist 6,614,Presidential Electors,461,258,107,9,58,24,1,2,0,0,1,0,0,0,0,0
Pittsburgh Ward 14 Dist 7,3338,Presidential Electors,1159,796,144,58,119,16,7,10,1,1,2,0,0,5,0,0
Pittsburgh Ward 14 Dist 8,955,Presidential Electors,598,305,176,11,71,22,1,3,0,0,3,2,0,0,1,1
Pittsburgh Ward 14 Dist 9,762,Presidential Electors,644,266,265,7,68,33,0,0,0,0,0,0,0,2,1,0
Pittsburgh Ward 14 Dist 10,738,Presidential Electors,607,286,235,3,43,25,2,2,2,0,0,0,0,2,4,0
Pittsburgh Ward 14 Dist 11,813,Presidential Electors,649,327,221,5,59,25,0,3,2,0,1,0,0,4,1,0
Pittsburgh Ward 14 Dist 12,841,Presidential Electors,521,306,155,6,30,7,1,7,3,0,0,2,0,1,1,0
Pittsburgh Ward 14 Dist 13,737,Presidential Electors,547,312,191,3,20,8,1,5,2,0,2,0,0,2,0,0
Pittsburgh Ward 14 Dist 14,856,Presidential Electors,634,280,260,6,50,25,0,4,4,0,0,1,0,2,2,0
Pittsburgh Ward 14 Dist 15,742,Presidential Electors,572,294,206,5,32,23,1,2,4,0,0,0,0,3,0,0
Pittsburgh Ward 14 Dist 16,484,Presidential Electors,399,190,133,2,35,25,1,2,0,0,3,0,0,4,0,0
Pittsburgh Ward 14 Dist 17,481,Presidential Electors,413,220,135,4,36,11,1,1,1,0,0,0,0,2,1,0
Pittsburgh Ward 14 Dist 18,742,Presidential Electors,612,314,226,3,44,11,1,5,1,0,3,1,0,2,0,0
Pittsburgh Ward 14 Dist 19,619,Presidential Electors,518,285,175,4,31,11,0,2,3,0,1,1,0,1,4,0
Pittsburgh Ward 14 Dist 20,626,Presidential Electors,454,206,166,5,41,26,3,2,0,0,1,0,0,0,2,0
Pittsburgh Ward 14 Dist 21,608,Presidential Electors,494,244,174,4,31,29,3,3,0,1,1,0,0,0,1,0
Pittsburgh Ward 14 Dist 22,747,Presidential Electors,589,310,214,6,28,18,0,3,1,0,0,0,0,6,1,1
Pittsburgh Ward 14 Dist 23,740,Presidential Electors,564,217,238,3,56,38,3,0,2,0,0,1,0,2,2,0
Pittsburgh Ward 14 Dist 24,547,Presidential Electors,423,173,174,3,35,23,2,5,1,0,1,0,0,2,2,0
Pittsburgh Ward 14 Dist 25,967,Presidential Electors,774,303,299,9,90,61,1,1,2,0,2,0,0,4,0,0
Pittsburgh Ward 14 Dist 26,611,Presidential Electors,476,189,181,3,58,37,0,1,1,0,0,0,0,2,1,0
Pittsburgh Ward 14 Dist 27,543,Presidential Electors,471,243,117,2,77,21,1,3,0,0,0,0,0,4,1,0
Pittsburgh Ward 14 Dist 28,574,Presidential Electors,475,218,106,4,104,34,3,0,0,0,0,0,0,4,2,0
Pittsburgh Ward 14 Dist 29,809,Presidential Electors,607,269,205,3,71,36,2,7,3,0,3,1,0,3,2,0
Pittsburgh Ward 14 Dist 30,660,Presidential Electors,538,248,184,3,59,26,2,4,4,0,2,0,0,3,2,0
Pittsburgh Ward 14 Dist 31,1224,Presidential Electors,991,394,369,6,123,73,3,6,7,0,1,3,0,1,4,0
Pittsburgh Ward 14 Dist 32,815,Presidential Electors,544,266,178,10,53,21,1,5,1,0,4,1,0,1,1,0
Pittsburgh Ward 14 Dist 33,893,Presidential Electors,612,216,196,6,94,75,7,5,0,0,3,0,0,5,1,1
Pittsburgh Ward 14 Dist 34,949,Presidential Electors,617,233,172,6,82,101,4,4,2,0,2,0,0,2,1,2
Pittsburgh Ward 14 Dist 35,662,Presidential Electors,471,179,204,8,45,28,0,1,1,0,2,2,0,0,0,0
Pittsburgh Ward 14 Dist 36,817,Presidential Electors,551,213,239,6,42,29,1,6,1,1,2,2,1,5,0,0
Pittsburgh Ward 14 Dist 37,689,Presidential Electors,471,154,191,5,63,47,7,1,1,0,0,1,0,0,0,0
Pittsburgh Ward 14 Dist 38,621,Presidential Electors,430,186,175,4,32,24,1,1,2,0,2,0,0,2,1,0
Pittsburgh Ward 14 Dist 39,662,Presidential Electors,469,195,173,4,37,37,9,2,1,0,2,3,0,0,5,0
Pittsburgh Ward 14 Dist 40,658,Presidential Electors,413,205,131,4,40,24,4,1,1,0,1,0,0,1,0,0
Pittsburgh Ward 14 Dist 41,74,Presidential Electors,57,23,14,3,14,1,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 15 Dist 1,603,Presidential Electors,434,137,180,9,58,34,5,5,0,0,0,0,0,0,2,0
Pittsburgh Ward 15 Dist 2,733,Presidential Electors,520,247,141,6,82,24,4,3,0,0,4,1,0,5,2,0
Pittsburgh Ward 15 Dist 3,640,Presidential Electors,478,201,141,5,83,29,2,2,2,0,6,3,0,1,0,0
Pittsburgh Ward 15 Dist 4,643,Presidential Electors,475,217,147,3,63,28,4,2,3,0,1,2,1,2,0,0
Pittsburgh Ward 15 Dist 5,533,Presidential Electors,397,188,99,4,72,27,3,1,0,2,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 6,530,Presidential Electors,433,219,98,6,75,24,3,5,0,0,0,1,0,0,0,0
Pittsburgh Ward 15 Dist 7,681,Presidential Electors,530,243,129,1,119,29,0,3,0,0,1,1,0,2,0,0
Pittsburgh Ward 15 Dist 8,617,Presidential Electors,489,218,120,3,95,36,4,3,4,0,2,1,0,2,1,0
Pittsburgh Ward 15 Dist 9,165,Presidential Electors,120,67,19,0,18,8,2,4,1,0,0,0,0,1,0,0
Pittsburgh Ward 15 Dist 10,606,Presidential Electors,480,202,140,2,101,19,2,8,2,0,1,0,0,1,1,0
