precinct_id,registered_voters,contest_name,total_votes_cast,Eugene DePasquale - Election Day,Eugene DePasquale - Absentee,Eugene DePasquale - Provisional,Dave Sunday - Election Day,Dave Sunday - Absentee,Dave Sunday - Provisional,Robert Cowburn - Election Day,Robert Cowburn - Absentee,Robert Cowburn - Provisional,Richard L. Weiss - Election Day,Richard L. Weiss - Absentee,Richard L. Weiss - Provisional,Justin L. Magill - Election Day,Justin L. Magill - Absentee,Justin L. Magill - Provisional,Eric L. Settle - Election Day,Eric L. Settle - Absentee,Eric L. Settle - Provisional,Write-in - Election Day,Write-in - Absentee,Write-in - Provisional
Pittsburgh Ward 19 Dist 27,455,Attorney General,345,122,75,6,85,22,2,7,0,0,5,2,1,1,1,0,4,0,0,1,0,0
Pittsburgh Ward 19 Dist 28,626,Attorney General,530,212,159,1,101,25,2,9,3,0,4,0,0,2,0,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 29,492,Attorney General,399,167,76,4,108,22,1,4,0,0,6,0,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 19 Dist 30,537,Attorney General,445,160,123,3,105,28,1,7,3,0,5,2,0,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 19 Dist 31,491,Attorney General,412,171,72,3,118,26,0,8,2,0,2,1,0,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 19 Dist 32,533,Attorney General,434,209,84,5,86,23,1,5,0,0,4,0,0,3,0,0,2,2,0,0,0,0
Pittsburgh Ward 19 Dist 33,456,Attorney General,376,133,75,2,103,31,1,5,0,0,8,1,0,2,0,0,0,0,0,1,1,0
Pittsburgh Ward 19 Dist 34,533,Attorney General,416,160,118,5,84,21,2,5,0,0,4,2,0,0,0,0,0,0,0,1,0,0
Pittsburgh Ward 19 Dist 35,506,Attorney General,389,148,98,4,106,13,1,2,0,0,2,1,0,1,1,0,0,1,0,0,0,0
Pittsburgh Ward 19 Dist 36,702,Attorney General,569,194,139,10,133,40,2,8,1,0,10,2,1,2,1,0,2,0,1,0,0,0
Pittsburgh Ward 19 Dist 37,444,Attorney General,353,129,90,1,100,7,1,5,1,0,5,0,0,1,0,1,1,0,0,1,0,0
Pittsburgh Ward 19 Dist 38,586,Attorney General,427,171,97,1,99,24,2,8,0,0,3,4,1,4,1,0,2,0,0,1,0,0
Pittsburgh Ward 20 Dist 1,601,Attorney General,476,153,95,4,161,35,6,6,3,0,3,1,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 20 Dist 2,219,Attorney General,160,58,28,0,52,9,0,5,0,0,2,1,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 20 Dist 3,664,Attorney General,510,160,123,4,163,34,0,7,2,0,1,1,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 20 Dist 4,83,Attorney General,50,17,16,0,10,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 5,544,Attorney General,382,150,89,6,81,18,1,5,3,0,3,6,0,1,0,0,1,0,0,0,0,1
Pittsburgh Ward 20 Dist 6,527,Attorney General,316,130,72,11,51,26,1,6,0,0,4,0,0,2,0,0,1,0,0,1,0,0
Pittsburgh Ward 20 Dist 7,632,Attorney General,375,223,56,5,46,20,1,5,1,0,6,0,0,2,0,0,0,0,1,0,1,0
Pittsburgh Ward 20 Dist 8,738,Attorney General,491,214,92,28,84,27,1,5,2,1,10,4,1,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 20 Dist 9,209,Attorney General,119,43,29,5,24,2,0,2,0,0,3,0,0,1,0,0,2,1,0,0,0,0
Pittsburgh Ward 20 Dist 10,615,Attorney General,353,188,71,10,51,8,1,5,0,0,5,2,1,2,1,0,2,0,0,0,0,0
Pittsburgh Ward 20 Dist 11,661,Attorney General,364,208,62,8,44,10,3,4,1,0,5,0,0,1,0,0,0,1,0,2,0,0
Pittsburgh Ward 20 Dist 12,911,Attorney General,582,282,138,7,82,34,0,4,2,0,7,3,0,1,0,0,1,2,0,1,0,0
Pittsburgh Ward 20 Dist 13,404,Attorney General,291,161,77,3,31,6,0,2,0,0,1,0,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 20 Dist 14,849,Attorney General,590,289,101,7,126,27,1,9,0,0,6,1,1,3,0,0,2,2,0,2,0,0
Pittsburgh Ward 20 Dist 15,867,Attorney General,561,229,120,10,120,40,3,6,3,0,13,1,0,2,1,0,1,1,0,0,0,0
Pittsburgh Ward 20 Dist 16,600,Attorney General,501,132,124,3,165,52,2,4,1,1,3,0,0,0,1,0,0,1,0,0,0,0
Pittsburgh Ward 20 Dist 17,418,Attorney General,352,108,80,0,110,36,1,6,0,0,2,0,0,0,0,0,1,1,0,0,0,0
Pittsburgh Ward 20 Dist 18,490,Attorney General,415,136,74,2,133,44,2,9,0,0,1,2,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 21 Dist 1,520,Attorney General,289,162,72,5,19,11,0,3,0,0,1,2,0,1,0,0,1,0,0,1,0,0
Pittsburgh Ward 21 Dist 2,472,Attorney General,335,202,77,7,26,4,0,7,0,1,4,0,1,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 21 Dist 3,608,Attorney General,402,235,112,6,12,1,0,4,2,0,4,2,1,0,2,0,2,0,0,0,0,0
Pittsburgh Ward 21 Dist 4,579,Attorney General,391,227,106,5,27,14,0,2,0,1,2,3,0,0,0,0,0,0,0,2,0,0
Pittsburgh Ward 22 Dist 1,790,Attorney General,583,280,158,1,72,33,0,5,1,1,2,0,0,2,0,0,0,1,0,0,0,0
Pittsburgh Ward 22 Dist 2,671,Attorney General,487,244,157,2,33,24,1,4,0,0,7,3,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 22 Dist 3,751,Attorney General,511,231,156,12,49,22,1,3,3,0,7,3,0,0,1,0,1,1,0,0,1,0
Pittsburgh Ward 22 Dist 4,1007,Attorney General,502,240,119,11,63,20,0,10,1,2,5,4,0,1,0,0,3,1,2,1,0,0
Pittsburgh Ward 23 Dist 1,1363,Attorney General,792,316,225,16,130,36,4,10,4,0,8,3,3,1,0,0,2,3,0,0,0,0
Pittsburgh Ward 23 Dist 2,792,Attorney General,525,234,158,9,55,29,2,5,3,1,8,4,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 23 Dist 3,351,Attorney General,213,110,47,0,36,10,0,1,0,0,3,0,0,0,0,0,0,0,0,0,1,0
Pittsburgh Ward 24 Dist 1,377,Attorney General,262,74,80,2,59,25,0,4,1,0,6,4,1,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 24 Dist 2,418,Attorney General,301,105,76,2,71,21,1,3,0,0,5,2,0,0,1,0,2,0,0,1,1,0
Pittsburgh Ward 24 Dist 3,320,Attorney General,216,96,43,2,43,8,2,3,0,1,8,0,1,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 24 Dist 4,569,Attorney General,442,193,112,6,72,37,3,4,0,0,4,0,0,2,0,0,1,0,0,1,0,0
Pittsburgh Ward 24 Dist 5,491,Attorney General,328,137,85,11,58,12,0,3,1,0,7,2,0,1,0,0,1,1,0,0,0,0
Pittsburgh Ward 24 Dist 6,553,Attorney General,383,180,87,4,66,19,1,3,0,0,6,3,0,2,0,0,1,1,0,1,0,0
Pittsburgh Ward 25 Dist 1,430,Attorney General,292,151,99,5,12,3,0,0,0,0,4,2,1,0,0,0,4,1,0,1,0,0
Pittsburgh Ward 25 Dist 2,456,Attorney General,305,165,83,4,23,8,1,4,0,0,3,2,0,2,0,0,1,0,0,0,1,0
Pittsburgh Ward 25 Dist 3,610,Attorney General,396,237,89,12,26,9,0,1,1,1,4,0,0,3,0,0,0,1,0,1,0,0
Pittsburgh Ward 25 Dist 4,301,Attorney General,177,102,37,6,15,6,0,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0
Pittsburgh Ward 25 Dist 5,356,Attorney General,224,133,53,5,17,4,1,1,0,0,4,1,0,2,0,0,2,1,0,0,0,0
Pittsburgh Ward 25 Dist 6,348,Attorney General,170,98,41,4,10,2,0,1,1,1,1,1,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 25 Dist 7,408,Attorney General,298,120,70,1,56,37,1,1,0,0,4,1,0,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 26 Dist 1,508,Attorney General,313,159,88,8,25,7,2,1,1,0,3,0,0,1,0,0,0,2,0,2,0,0
Pittsburgh Ward 26 Dist 2,411,Attorney General,261,129,90,8,14,7,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 3,454,Attorney General,285,157,70,9,21,4,2,2,2,1,5,1,0,2,0,0,0,1,1,1,0,0
Pittsburgh Ward 26 Dist 4,376,Attorney General,237,138,47,1,24,8,2,2,0,0,1,0,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 5,512,Attorney General,216,145,20,9,11,2,1,2,1,1,2,2,1,2,1,0,0,0,1,1,0,0
Pittsburgh Ward 26 Dist 6,389,Attorney General,167,112,23,6,7,4,1,2,0,0,1,0,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 26 Dist 7,275,Attorney General,169,96,43,2,13,5,1,2,3,0,0,0,0,2,0,0,0,0,0,0,0,1
Pittsburgh Ward 26 Dist 8,635,Attorney General,237,123,48,4,37,8,2,1,0,0,2,2,0,0,1,0,1,1,0,0,0,0
Pittsburgh Ward 26 Dist 9,361,Attorney General,283,130,58,4,53,17,2,4,1,0,3,1,0,0,0,0,0,1,1,0,0,0
Pittsburgh Ward 26 Dist 10,626,Attorney General,437,213,142,3,43,12,1,1,0,0,4,5,1,0,0,0,2,0,0,0,0,0
Pittsburgh Ward 26 Dist 11,705,Attorney General,504,267,113,9,56,23,1,8,1,0,7,3,0,0,0,0,2,0,0,1,0,0
Pittsburgh Ward 26 Dist 12,476,Attorney General,316,152,68,4,55,17,3,2,1,0,2,0,0,2,1,0,1,0,0,1,0,0
Pittsburgh Ward 26 Dist 13,562,Attorney General,398,178,77,3,99,16,4,3,1,0,5,1,0,3,0,0,1,0,0,0,0,0
Pittsburgh Ward 26 Dist 14,566,Attorney General,458,170,79,6,151,27,1,6,1,0,1,0,0,2,0,0,2,2,0,0,0,0
Pittsburgh Ward 26 Dist 15,510,Attorney General,402,144,91,1,95,36,2,6,1,0,6,6,0,2,1,0,0,0,0,1,0,0
Pittsburgh Ward 26 Dist 16,709,Attorney General,518,282,115,5,58,28,2,7,0,0,3,2,0,0,0,0,1,0,0,1,0,0
Pittsburgh Ward 26 Dist 17,197,Attorney General,122,48,12,1,42,6,1,0,0,0,1,3,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 27 Dist 1,796,Attorney General,646,244,166,9,136,59,1,7,1,0,3,1,0,4,1,0,1,0,0,1,0,0
Pittsburgh Ward 27 Dist 2,670,Attorney General,551,223,132,3,112,60,0,2,2,0,4,2,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 27 Dist 3,576,Attorney General,443,206,105,1,81,25,1,7,2,0,0,2,0,1,1,0,1,0,0,0,0,0
Pittsburgh Ward 27 Dist 4,804,Attorney General,593,279,130,8,99,42,2,5,2,0,3,1,1,0,1,0,5,0,0,1,1,0
Pittsburgh Ward 27 Dist 5,706,Attorney General,551,227,154,5,100,31,2,4,0,0,4,3,0,1,0,0,1,1,0,2,1,0
Pittsburgh Ward 27 Dist 6,761,Attorney General,498,223,105,8,78,30,4,11,0,2,9,6,0,0,1,0,2,0,0,0,0,0
Pittsburgh Ward 27 Dist 7,605,Attorney General,466,230,96,3,91,13,0,6,0,0,9,3,0,1,0,0,1,2,0,0,0,0
Pittsburgh Ward 27 Dist 8,574,Attorney General,408,196,83,2,85,12,2,9,1,0,4,0,0,3,0,0,1,2,0,0,0,0
Pittsburgh Ward 27 Dist 9,577,Attorney General,356,166,64,5,68,14,5,5,0,0,4,3,0,2,1,0,1,0,0,0,0,0
Pittsburgh Ward 27 Dist 10,633,Attorney General,415,223,82,6,51,20,3,2,0,0,7,2,0,2,0,0,1,0,0,2,0,0
Pittsburgh Ward 27 Dist 11,648,Attorney General,408,214,69,8,64,17,4,4,2,0,6,2,0,0,0,1,3,0,0,1,0,0
Pittsburgh Ward 27 Dist 12,569,Attorney General,347,178,60,5,63,16,2,5,0,0,5,2,0,1,1,0,2,0,0,1,0,0
Pittsburgh Ward 27 Dist 13,514,Attorney General,350,166,77,11,48,15,2,4,1,0,6,2,0,1,2,0,2,1,0,1,0,0
Pittsburgh Ward 28 Dist 1,629,Attorney General,499,185,80,8,144,43,4,4,1,0,3,1,0,3,0,0,0,2,0,1,0,0
Pittsburgh Ward 28 Dist 2,516,Attorney General,353,147,66,10,70,24,4,5,0,1,4,2,0,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 28 Dist 3,918,Attorney General,746,265,142,1,215,74,5,15,1,1,4,0,1,1,2,0,2,0,0,1,0,0
Pittsburgh Ward 28 Dist 4,644,Attorney General,511,161,108,9,166,29,6,10,1,0,6,1,0,0,2,0,1,0,0,0,0,0
Pittsburgh Ward 28 Dist 5,664,Attorney General,483,235,84,5,123,12,1,4,0,0,7,2,0,1,0,0,1,1,0,0,0,0
Pittsburgh Ward 28 Dist 6,556,Attorney General,443,141,116,12,98,35,2,5,1,0,6,1,0,4,1,0,1,2,0,0,1,0
Pittsburgh Ward 28 Dist 7,621,Attorney General,341,160,73,6,67,15,0,3,0,0,4,0,2,4,0,0,1,0,0,0,0,0
Pittsburgh Ward 28 Dist 8,899,Attorney General,719,300,148,4,194,30,3,4,0,1,6,5,0,7,0,0,0,0,0,1,0,0
Pittsburgh Ward 28 Dist 9,608,Attorney General,443,205,110,9,73,25,0,3,0,0,4,2,0,0,0,0,1,0,0,0,0,0
Pittsburgh Ward 28 Dist 10,577,Attorney General,313,167,69,3,26,14,0,6,1,0,6,1,0,2,0,0,1,4,0,0,0,0
Pittsburgh Ward 28 Dist 11,130,Attorney General,89,57,20,0,7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 29 Dist 1,620,Attorney General,399,151,53,1,126,35,4,4,1,0,7,0,1,1,0,0,2,0,0,1,0,0
Pittsburgh Ward 29 Dist 2,536,Attorney General,389,173,71,3,85,28,5,0,1,0,3,3,0,4,0,0,1,0,0,1,0,0
Pittsburgh Ward 29 Dist 3,490,Attorney General,333,106,75,4,94,25,1,6,2,1,3,0,0,0,0,0,0,1,0,0,0,0
Pittsburgh Ward 29 Dist 4,518,Attorney General,334,124,59,2,100,22,4,2,0,1,4,0,1,2,0,0,0,0,0,0,0,0
Pittsburgh Ward 29 Dist 5,539,Attorney General,348,141,65,4,93,20,1,3,0,0,5,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 29 Dist 6,641,Attorney General,435,166,74,5,128,21,3,3,1,0,5,1,2,4,1,0,2,1,0,0,0,0
Pittsburgh Ward 29 Dist 7,666,Attorney General,475,158,119,7,116,41,2,4,2,0,0,5,0,2,0,0,0,1,0,1,0,0
Pittsburgh Ward 29 Dist 8,581,Attorney General,345,126,63,6,89,24,1,4,0,0,5,3,0,2,1,0,3,1,0,0,1,0
Pittsburgh Ward 29 Dist 9,455,Attorney General,266,126,37,1,62,16,0,4,0,0,8,1,0,1,0,0,0,1,0,1,0,0
Pittsburgh Ward 29 Dist 10,524,Attorney General,390,167,63,2,101,20,2,3,1,0,9,2,0,1,0,0,2,1,0,1,0,0
Pittsburgh Ward 29 Dist 11,657,Attorney General,488,223,64,7,132,27,2,6,3,0,7,2,0,5,0,0,1,0,0,0,0,0
Pittsburgh Ward 29 Dist 12,603,Attorney General,385,166,66,3,102,19,1,9,0,0,7,0,0,2,0,0,1,1,0,0,0,0
Pittsburgh Ward 30 Dist 1,409,Attorney General,208,117,42,4,22,6,1,3,0,0,6,0,0,1,0,0,0,1,0,1,0,0
Pittsburgh Ward 30 Dist 2,375,Attorney General,236,143,43,3,21,4,0,2,0,0,5,1,0,2,2,0,0,0,0,2,0,0
Pittsburgh Ward 30 Dist 3,354,Attorney General,142,74,26,1,18,7,0,5,1,0,1,0,0,1,0,0,0,0,0,0,0,0
Pittsburgh Ward 30 Dist 4,633,Attorney General,327,150,68,10,45,18,3,4,4,0,5,2,0,2,0,0,3,1,0,2,0,0
Pittsburgh Ward 30 Dist 5,653,Attorney General,372,202,65,9,61,6,3,5,0,0,5,1,0,1,1,0,0,0,0,0,0,0
Pittsburgh Ward 31 Dist 1,236,Attorney General,138,57,14,2,48,9,0,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 31 Dist 2,455,Attorney General,400,101,66,1,151,45,1,5,0,0,3,3,0,1,2,0,0,0,0,0,0,0
Pittsburgh Ward 31 Dist 3,528,Attorney General,445,127,94,7,160,18,11,6,1,1,3,2,0,0,0,0,1,1,0,1,0,0
Pittsburgh Ward 31 Dist 4,588,Attorney General,460,148,73,4,174,28,0,6,0,0,5,1,0,4,0,0,2,0,0,0,0,0
Pittsburgh Ward 31 Dist 5,701,Attorney General,590,176,138,0,186,53,3,5,1,0,5,4,1,3,0,0,0,0,0,0,0,0
Pittsburgh Ward 31 Dist 6,554,Attorney General,453,113,76,0,180,47,3,10,2,0,6,2,0,0,1,0,4,0,0,0,0,0
Pittsburgh Ward 31 Dist 7,142,Attorney General,107,54,22,1,22,1,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Pittsburgh Ward 32 Dist 1,494,Attorney General,388,98,75,4,153,30,2,2,1,0,10,4,0,1,0,0,0,1,1,0,0,0
Pittsburgh Ward 32 Dist 2,637,Attorney General,454,154,78,5,152,26,3,9,5,0,5,1,0,4,0,0,0,1,0,1,0,0
Pittsburgh Ward 32 Dist 3,527,Attorney General,409,150,87,6,118,17,3,5,0,0,4,1,0,1,0,0,0,0,0,1,1,0
Pittsburgh Ward 32 Dist 4,335,Attorney General,254,101,53,1,57,23,0,1,0,0,1,5,0,0,0,0,2,0,0,2,0,0
Pittsburgh Ward 32 Dist 5,552,Attorney General,455,176,100,5,113,30,1,4,3,1,1,4,0,1,0,0,1,0,0,3,0,0
Pittsburgh Ward 32 Dist 6,600,Attorney General,471,140,81,1,162,48,1,9,0,0,7,0,0,5,0,0,1,0,0,0,0,0
Pittsburgh Ward 32 Dist 7,561,Attorney General,440,168,108,2,122,19,2,7,0,0,4,0,0,1,0,0,0,1,0,0,0,0
Pittsburgh Ward 32 Dist 8,663,Attorney General,543,184,99,3,173,44,4,4,3,1,4,3,0,2,0,0,2,1,0,1,0,0
Pleasant Hl Dist 1,740,Attorney General,579,200,93,5,187,48,6,7,2,1,8,1,1,1,2,0,0,3,0,1,0,0
Pleasant Hl Dist 2,578,Attorney General,478,156,70,1,181,40,4,7,2,0,4,0,0,1,0,0,0,1,0,0,0,0
Pleasant Hl Dist 3,566,Attorney General,498,139,105,3,182,43,4,3,1,0,1,0,1,1,0,0,1,0,0,0,0,0
Pleasant Hl Dist 4,545,Attorney General,456,148,75,2,165,44,2,8,0,0,0,1,0,1,0,0,1,0,0,0,0,0
Pleasant Hl Dist 5,691,Attorney General,534,124,135,2,178,66,4,6,0,0,3,1,0,0,0,0,0,1,0,0,0,0
Pleasant Hl Dist 6,1051,Attorney General,899,249,153,6,366,82,6,9,2,1,2,0,0,2,0,0,2,1,0,0,0,0
Pleasant Hl Dist 7,560,Attorney General,463,166,75,2,150,47,2,4,1,0,2,1,0,2,0,0,0,0,0,0,0,0
Pleasant Hl Dist 8,541,Attorney General,474,120,72,0,193,63,3,7,0,0,1,0,0,3,0,0,1,0,0,0,0,0
Pleasant Hl Dist 9,645,Attorney General,562,154,113,2,217,52,3,4,0,0,3,1,0,3,0,0,0,0,0,0,0,0
Pleasant Hl Dist 10,522,Attorney General,454,110,81,2,183,48,2,3,1,0,5,3,1,1,0,0,0,0,1,0,0,0
Plum Dist 1,1824,Attorney General,1552,349,330,8,600,199,6,6,4,1,4,3,0,2,0,0,1,2,0,1,0,0
Plum Dist 2,641,Attorney General,532,125,73,4,251,50,4,7,0,0,3,1,0,1,0,0,2,0,0,0,0,0
Plum Dist 3,1080,Attorney General,879,198,244,8,287,102,1,5,4,0,2,0,1,4,1,0,1,0,0,0,0,0
Plum Dist 4,870,Attorney General,721,184,112,2,313,78,3,6,1,0,2,1,0,1,0,0,0,1,0,0,0,0
Plum Dist 5,926,Attorney General,772,191,160,0,308,74,3,8,1,0,3,1,0,5,0,0,1,1,0,1,0,0
Plum Dist 6,1294,Attorney General,1123,291,164,8,508,99,3,11,2,0,9,2,0,2,2,0,0,0,0,0,0,0
Plum Dist 7,1266,Attorney General,1064,268,183,7,445,115,7,13,2,0,1,1,1,4,0,0,1,2,0,0,0,0
Plum Dist 8,633,Attorney General,545,131,102,3,224,58,0,4,2,0,4,1,0,3,0,0,0,0,0,0,0,0
Plum Dist 9,1144,Attorney General,1008,226,230,2,400,101,5,7,2,0,3,5,0,0,1,0,1,1,0,0,0,0
Plum Dist 10,598,Attorney General,502,114,80,3,227,48,6,2,2,0,5,3,0,0,0,0,2,0,0,0,0,0
Plum Dist 11,821,Attorney General,706,201,129,3,286,55,0,4,2,0,1,0,0,2,1,0,1,1,0,0,0,0
Plum Dist 12,1180,Attorney General,1025,266,215,10,381,107,5,9,2,0,5,1,0,4,1,0,2,0,0,0,0,0
Plum Dist 13,582,Attorney General,494,125,81,1,210,48,3,4,2,0,2,1,0,2,2,0,1,0,0,1,0,0
Plum Dist 14,773,Attorney General,615,151,109,4,237,61,1,5,2,0,5,3,0,1,1,0,0,0,0,0,0,0
Plum Dist 15,840,Attorney General,638,216,114,7,216,54,1,8,0,0,3,3,0,0,0,0,2,0,0,2,0,0
Plum Dist 16,612,Attorney General,515,136,100,0,204,56,1,2,1,0,3,2,0,1,0,0,1,1,0,0,0,0
Plum Dist 17,701,Attorney General,579,182,104,7,220,32,3,4,1,0,1,0,1,3,0,0,0,1,0,0,0,0
Plum Dist 18,849,Attorney General,746,185,136,2,293,69,2,11,1,0,7,1,0,5,2,0,0,2,0,2,0,0
Plum Dist 19,2159,Attorney General,1860,409,335,8,781,233,7,8,5,0,7,4,0,12,1,0,1,1,0,0,0,0
Plum Dist 20,1018,Attorney General,808,206,133,0,344,86,3,7,2,0,8,0,0,2,0,0,0,0,0,1,0,0
Plum Dist 21,446,Attorney General,375,59,51,0,184,58,3,5,1,0,1,0,0,2,0,0,1,0,0,1,0,0
Port Vue Dist 1,608,Attorney General,459,136,59,4,193,30,2,6,0,0,2,2,0,7,0,0,0,0,0,0,0,0
Port Vue Dist 2,509,Attorney General,397,108,47,0,189,25,2,3,0,0,6,0,0,2,0,0,1,0,1,0,0,0
Port Vue Dist 3,524,Attorney General,449,129,56,3,197,31,5,11,0,0,2,1,1,1,0,0,1,0,0,0,0,0
Port Vue Dist 4,710,Attorney General,555,175,57,3,235,47,4,6,0,0,5,1,0,4,0,0,0,1,0,1,0,0
Rankin Ward 1,314,Attorney General,183,101,40,4,15,7,0,2,0,0,1,2,0,1,0,0,2,0,0,0,0,0
Rankin Ward 2,393,Attorney General,239,157,37,8,21,3,1,1,1,0,0,0,0,1,0,2,2,0,0,0,0,0
Rankin Ward 3,399,Attorney General,169,98,37,5,13,4,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0
Reserve Ward 1,537,Attorney General,437,204,54,1,130,19,1,9,2,0,7,1,0,0,0,0,2,0,0,0,0,0
Reserve Ward 2,554,Attorney General,481,171,82,3,168,28,1,11,0,0,4,0,0,3,0,0,1,0,0,1,0,0
Reserve Ward 3,538,Attorney General,458,157,83,0,158,32,1,6,1,0,3,1,0,1,0,0,2,1,0,0,0,0
Reserve Ward 4,824,Attorney General,685,172,146,2,263,65,0,5,0,0,8,4,0,6,0,0,0,0,0,2,0,0
Richland Dist 1,1256,Attorney General,1071,267,191,9,406,133,5,11,6,0,6,4,0,0,1,0,2,1,1,2,0,0
Richland Dist 2,1250,Attorney General,1038,236,190,6,441,115,2,8,1,0,7,2,0,3,0,0,2,0,0,0,0,0
Richland Dist 3,1190,Attorney General,1008,264,182,4,388,128,8,6,2,0,1,1,0,2,1,0,1,0,0,0,0,0
Richland Dist 4,1155,Attorney General,991,220,154,8,418,111,6,13,8,0,9,0,0,2,1,0,6,0,0,0,0,0
Richland Dist 5,1047,Attorney General,879,184,157,2,362,126,6,3,3,0,3,1,0,0,0,0,4,2,0,0,0,0
Richland Dist 6,1165,Attorney General,1001,213,179,6,433,124,5,8,2,0,5,1,0,7,0,0,1,0,0,1,0,0
Richland Dist 7,1206,Attorney General,1062,263,134,4,496,114,3,12,3,0,6,0,0,6,0,0,3,0,0,0,0,0
Richland Dist 8,1080,Attorney General,902,177,176,4,330,162,5,14,1,0,3,4,0,3,1,2,1,1,0,0,0,0
Robinson Dist 1,1698,Attorney General,1443,290,392,5,440,242,5,18,5,0,12,2,1,3,2,0,3,2,0,0,0,0
Robinson Dist 2,1289,Attorney General,1114,283,259,6,394,119,4,5,5,0,4,1,1,2,2,0,0,0,0,0,0,0
Robinson Dist 3,708,Attorney General,584,155,109,3,242,51,0,3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
Robinson Dist 4,1025,Attorney General,861,213,198,6,294,93,5,15,4,0,4,3,0,1,1,0,3,1,0,0,0,0
Robinson Dist 5,626,Attorney General,540,127,130,1,202,53,2,6,0,0,4,1,0,1,1,0,1,0,0,0,0,0
Robinson Dist 6,922,Attorney General,729,202,151,3,248,78,4,4,3,0,4,3,0,2,0,0,1,0,0,2,2,0
Robinson Dist 7,1428,Attorney General,1268,290,263,5,505,137,6,9,5,0,6,4,0,3,2,0,2,0,0,0,0,0
Robinson Dist 8,1820,Attorney General,1324,329,287,8,501,116,6,19,5,0,6,3,0,5,2,2,1,0,0,1,0,0
Robinson Dist 9,2532,Attorney General,2008,467,496,15,636,312,5,14,2,1,10,0,0,0,1,0,5,1,0,0,1,0
Ross Ward 1 Dist 1,752,Attorney General,657,188,112,2,243,88,1,2,0,0,5,1,0,4,0,0,1,0,0,0,0,0
Ross Ward 1 Dist 2,628,Attorney General,530,149,143,2,151,52,2,2,1,0,2,1,0,2,0,0,3,2,0,0,0,0
Ross Ward 1 Dist 3,485,Attorney General,402,125,88,1,133,35,1,4,0,0,2,0,0,1,0,0,0,2,0,0,0,0
Ross Ward 1 Dist 4,870,Attorney General,725,270,116,6,236,64,2,3,1,0,1,2,0,1,0,0,0,1,0,0,0,0
Ross Ward 2 Dist 1,1300,Attorney General,1034,278,246,5,340,113,3,12,0,0,6,1,0,1,0,0,1,1,1,0,0,0
Ross Ward 2 Dist 2,927,Attorney General,837,246,175,0,298,75,0,7,0,0,6,7,0,2,0,0,3,0,0,0,0,0
Ross Ward 2 Dist 3,685,Attorney General,594,169,114,5,196,77,2,6,2,0,1,1,0,1,2,0,0,0,0,0,0,0
Ross Ward 3 Dist 1,681,Attorney General,586,187,120,2,195,52,2,8,1,0,1,2,0,3,1,0,2,0,0,0,0,0
Ross Ward 3 Dist 2,702,Attorney General,618,187,145,4,196,59,0,5,1,1,4,2,0,4,0,0,0,2,0,0,0,0
Ross Ward 3 Dist 3,596,Attorney General,499,147,78,1,194,47,2,10,2,0,2,2,0,2,1,0,0,0,0,0,0,0
Ross Ward 3 Dist 4,683,Attorney General,599,180,102,1,216,59,5,7,2,0,6,1,0,6,0,0,0,2,0,0,0,0
Ross Ward 4 Dist 1,830,Attorney General,705,229,135,1,252,51,2,12,2,0,2,0,0,2,0,0,0,1,0,1,0,0
Ross Ward 4 Dist 2,1089,Attorney General,915,316,171,6,301,77,1,13,2,0,1,0,0,4,1,0,2,0,0,0,1,0
Ross Ward 4 Dist 3,736,Attorney General,646,167,122,4,230,95,3,4,1,0,1,0,0,0,0,0,0,1,0,0,1,0
